Company Rate,Company Name,Title,Location,Salary,Staus,Post Date,Job Link
4.1,Louisiana State University,Customer Service Analyst (Data Analyst 1),"Baton Rouge, LA",$41K - $89K (Glassdoor est.),,03/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=612&ao=1136006&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_d6a23a08&cb=1617666812162&jobListingId=4023775510
3.2,Chenega Enterprise Systems & Solutions,SharePoint Data Analyst I,"Atlanta, GA",,,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=613&ao=4008&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_7ef6ebd8&cb=1617666812162&jobListingId=4006468769
3.9,Brigham & Women's Hospital(BWH),DATA ANALYST I / 40 HOURS / BWH NEUROLOGY,"Boston, MA",$34K - $62K (Glassdoor est.),,04/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=614&ao=25073&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_b6e59bdc&cb=1617666812162&jobListingId=4052002357
,Optimized Technical Solutions,Air Transportation Data Analyst 1,"Scott AFB, IL",,,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=615&ao=152916&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2772aec1&cb=1617666812162&jobListingId=4040929986
3.7,Akima Management Services,Administrative / Financial - Project Data Analyst I (Secret or ability to obtain),"Chantilly, VA",,,25/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=616&ao=3839&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_e18073b7&cb=1617666812162&jobListingId=3783540598
4.1,University of Tennessee Health Science Center,Data Analyst I- General Internal Medicine,"Memphis, TN",$30K - $53K (Glassdoor est.),,12/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=617&ao=1136006&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_88da196d&cb=1617666812162&jobListingId=4029762846
4.1,Louisiana State University,Analyst- Data Processing 1 or,"Baton Rouge, LA",$31K - $54K (Glassdoor est.),,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=618&ao=1136006&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_4b2e566e&cb=1617666812163&jobListingId=4041500580
4.5,RiskSpan,May 2021 graduates - Associate Data Analyst - Financial Services,"Arlington, VA",,,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=619&ao=1091461&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_49c11b54&cb=1617666812163&jobListingId=4043939252
,Arkansas Center for Data Sciences,Data Analyst 1- Insights and Strategy Analyst,"Bentonville, AR",,,25/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=620&ao=8095&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_052b896e&cb=1617666812163&jobListingId=4014104631
3.6,M&T Bank,Treasury Data Analyst I,"Buffalo, NY",$49K - $85K (Glassdoor est.),Hot,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=621&ao=1136006&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_be6f697e&cb=1617666812163&jobListingId=4028237498
3.6,Emory,Information Analyst I – Data Management - Resource Advancement,"Atlanta, GA",$33K - $62K (Glassdoor est.),,23/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=622&ao=1020558&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_517bae4b&cb=1617666812163&jobListingId=4040889957
3.7,Akima Management Services,Project Data Analyst 1 - JPAS/Security Packages (Active Secret Clearance Required),"Chantilly, VA",$69K - $73K (Glassdoor est.),,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=623&ao=3839&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_a31231df&cb=1617666812163&jobListingId=3739488749
,CCS Global Tech,Data Analyst II Database developer II Entry level II Full-time,"Los Angeles, CA",,,30/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=624&ao=1136006&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ebf8f551&cb=1617666812163&jobListingId=4047232524
3.5,Cloud Lake,Project Data Analyst 1 - JPAS/Security Packages (Active Secret Clearance Required),"Chantilly, VA",,,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=625&ao=1091461&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_73e85758&cb=1617666812164&jobListingId=3739713675
3.7,"Business Management Associates, Inc.",Workforce Planning Support (I/O Psychologist/Data Analyst),"Washington, DC",,,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=626&ao=1091461&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4e042b98&cb=1617666812164&jobListingId=4006515454
4.1,Louisiana State University,Graduate Systems & Data Analyst (Computer Analyst 2),"Baton Rouge, LA",$30K - $48K (Glassdoor est.),,17/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=627&ao=1136006&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_8c0c6735&cb=1617666812164&jobListingId=4034490497
3.9,Nationwide Children's Hospital,Clinical Research Data Analyst I - Clinical Research Services,"Columbus, OH",$36K - $61K (Glassdoor est.),,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=628&ao=1020558&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_b77d0a82&cb=1617666812164&jobListingId=4036786406
4.3,University of Utah,Bioinformatics Data Analyst I,"Salt Lake City, UT",$30K - $53K (Glassdoor est.),Hot,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=629&ao=1136006&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_e197a261&cb=1617666812164&jobListingId=4025628067
3.9,US Army,Data Collector and Analyst (Entry Level),"Missouri City, TX",$8 - $19 Per Hour(Glassdoor est.),,04/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=630&ao=226251&s=58&guid=00000178a474a81494990bae16ec1886&src=GD_JOB_AD&t=SR&vt=w&cs=1_4082e620&cb=1617666812164&jobListingId=4052673026
,Lawyer Legion,Entry Level Data Analyst for Lawyer Legion (Houston),"Houston, TX",,Hot,18/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=701&ao=1136006&s=58&guid=00000178a4755d878560019f991dd197&src=GD_JOB_AD&t=SR&vt=w&cs=1_2fc3a3ac&cb=1617666858733&jobListingId=3670398559
3.5,Alaska USA Federal Credit Union,"Data Center Services Analyst I, II, III, Senior","Anchorage, AK",$26K - $48K (Glassdoor est.),,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=702&ao=1136006&s=58&guid=00000178a4755d878560019f991dd197&src=GD_JOB_AD&t=SR&vt=w&cs=1_23a8f9da&cb=1617666858733&jobListingId=4043112108
4.0,JT4,"College Career Fair Student Interest Only - Data Analyst I - Edwards, CA","Edwards, CA",,,09/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=703&ao=1136006&s=58&guid=00000178a4755d878560019f991dd197&src=GD_JOB_AD&t=SR&vt=w&cs=1_8f4e0c74&cb=1617666858733&jobListingId=3688033309
4.2,Emory University,Information Analyst I – Data Management - Resource Advancement,"Atlanta, GA",$28K - $57K (Glassdoor est.),,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=704&ao=1091461&s=58&guid=00000178a4755d878560019f991dd197&src=GD_JOB_AD&t=SR&vt=w&cs=1_516729de&cb=1617666858733&jobListingId=4041079117
3.4,"Fay Servicing, LLC",Data Validation Analyst I,"Farmers Branch, TX",$29K - $53K (Glassdoor est.),,31/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=705&ao=1136006&s=58&guid=00000178a4755d878560019f991dd197&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_692b81f4&cb=1617666858733&jobListingId=4048203359
4.1,TDS Telecom,GIS Data Analyst I - Route Acquisition,"Madison, WI",$28K - $51K (Glassdoor est.),,01/04/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=706&ao=1136006&s=58&guid=00000178a4755d878560019f991dd197&src=GD_JOB_AD&t=SR&vt=w&cs=1_429b54e5&cb=1617666858733&jobListingId=4021262254
3.6,NYC Health + Hospitals,"DnA Ambassador (Clinical Business Analyst - Level 1), Data & Analytics","New York, NY",$47K - $88K (Glassdoor est.),,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=707&ao=1136006&s=58&guid=00000178a4755d878560019f991dd197&src=GD_JOB_AD&t=SR&vt=w&cs=1_00531b62&cb=1617666858733&jobListingId=3689003385
3.8,Capgemini,Applications Consultant 1 - SAP Data Migration Analyst - SDC,"Houston, TX",$41K - $61K (Glassdoor est.),,08/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=708&ao=3839&s=58&guid=00000178a4755d878560019f991dd197&src=GD_JOB_AD&t=SR&vt=w&cs=1_fc975776&cb=1617666858733&jobListingId=3793768227
,Army Houston Recruiting Battalion,Data Collector and Analyst - Entry Level,"Houston, TX",,,26/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=709&ao=1136006&s=58&guid=00000178a4755d878560019f991dd197&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_37b35de9&cb=1617666858734&jobListingId=4043428998
3.8,Niagara Bottling,Financial Analyst I (Data),"Diamond Bar, CA",$43K - $68K (Glassdoor est.),,24/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=710&ao=1136006&s=58&guid=00000178a4755d878560019f991dd197&src=GD_JOB_AD&t=SR&vt=w&cs=1_99cbd137&cb=1617666858734&jobListingId=4041272082
3.1,Albany Molecular Research,Quality Control Analyst I/II – Data Reviewer,"Rensselaer, NY",$33K - $52K (Glassdoor est.),,10/03/2021,https://www.glassdoor.com/partner/jobListing.htm?pos=711&ao=1136006&s=58&guid=00000178a4755d878560019f991dd197&src=GD_JOB_AD&t=SR&vt=w&cs=1_dc5f65e4&cb=1617666858734&jobListingId=3771977509
